match_id,start_time,end_time,last_death_time,deaths
52,1166,1219,1204,5
52,1303,1358,1343,6
52,1465,1518,1503,6
52,1679,1721,1706,3
52,1819,1865,1850,3
52,1881,1928,1913,3
52,2487,2531,2516,4
52,2693,2765,2750,6
52,2890,2948,2933,7
52,3100,3143,3128,5
52,3303,3341,3326,3
53,239,285,270,3
53,574,631,616,4
53,1000,1058,1043,4
53,1265,1303,1288,6
53,1460,1497,1482,5
53,1587,1638,1623,9
54,1074,1122,1107,6
54,1336,1379,1364,4
54,1612,1648,1633,4
54,1799,1858,1843,4
54,2060,2119,2104,5
54,2344,2396,2381,3
54,2441,2482,2467,5
54,2652,2695,2680,3
55,578,624,609,5
55,840,888,873,6
55,1057,1098,1083,5
55,1695,1729,1714,3
55,1874,1922,1907,7
55,1971,2006,1991,3
55,2136,2174,2159,5
56,394,459,444,5
56,1087,1133,1118,4
56,1260,1307,1292,5
56,1316,1371,1356,6
56,1596,1646,1631,4
56,1652,1708,1693,6
56,1751,1797,1782,3
56,1901,1937,1922,4
56,2109,2150,2135,3
56,2244,2279,2264,5
56,2397,2439,2424,5
56,2424,2467,2452,3
56,2538,2583,2568,4
56,2740,2783,2768,4
56,2828,2877,2862,4
56,3046,3086,3071,4
56,3072,3116,3101,3
56,3410,3449,3434,5
57,102,145,130,3
57,863,901,886,4
57,1183,1237,1222,4
57,1287,1330,1315,3
57,1407,1446,1431,3
57,1495,1537,1522,4
57,1667,1705,1690,4
57,1776,1821,1806,4
57,1821,1862,1847,3
58,444,481,466,3
58,533,575,560,3
58,790,846,831,5
58,1002,1070,1055,5
58,1105,1157,1142,5
58,1277,1321,1306,4
58,1383,1425,1410,4
58,1419,1458,1443,3
58,1505,1547,1532,4
58,1652,1699,1684,3
58,1711,1766,1751,5
58,1914,1953,1938,3
58,2079,2127,2112,6
58,2125,2159,2144,3
58,2469,2527,2512,7
58,2644,2692,2677,5
58,2770,2811,2796,4
58,2897,2952,2937,5
59,600,657,642,5
59,732,772,757,4
59,1115,1150,1135,3
59,1285,1337,1322,8
59,1388,1438,1423,5
59,1517,1564,1549,4
59,1664,1707,1692,4
59,1861,1895,1880,3
59,1881,1932,1917,4
59,2252,2296,2281,3
59,2344,2405,2390,6
59,2746,2804,2789,5
59,2886,2936,2921,4
59,3119,3193,3178,8
60,244,289,274,3
60,320,359,344,3
60,469,515,500,3
60,927,964,949,3
60,1038,1091,1076,4
60,1662,1715,1700,5
60,1804,1875,1860,8
60,2453,2527,2512,8
61,334,370,355,3
61,403,446,431,4
61,510,549,534,5
61,707,758,743,5
61,908,942,927,3
61,1093,1136,1121,4
61,1295,1340,1325,4
61,1572,1621,1606,6
61,1870,1912,1897,4
61,1955,1993,1978,4
62,474,517,502,3
62,626,666,651,4
62,853,897,882,5
62,1136,1185,1170,5
62,1354,1413,1398,5
62,1609,1656,1641,6
62,1783,1823,1808,4
62,1923,1975,1960,4
62,2093,2150,2135,4
62,2169,2217,2202,3
63,482,517,502,3
63,626,663,648,3
63,735,805,790,6
63,1072,1117,1102,3
63,1152,1193,1178,4
63,1517,1566,1551,3
63,1886,1941,1926,7
63,2119,2171,2156,4
63,2486,2553,2538,7
64,579,627,612,4
64,811,862,847,6
64,953,1005,990,4
64,1079,1126,1111,7
64,1486,1527,1512,4
64,1787,1856,1841,8
64,2001,2038,2023,3
64,2128,2165,2150,5
64,2255,2303,2288,5
65,394,450,435,3
65,449,512,497,4
65,954,990,975,3
65,1266,1314,1299,5
65,1411,1441,1426,3
65,1606,1654,1639,3
65,1708,1744,1729,3
65,1847,1903,1888,6
65,2018,2064,2049,5
66,170,209,194,3
66,377,418,403,3
66,485,529,514,3
66,720,765,750,3
66,809,859,844,5
66,1236,1269,1254,3
66,1284,1324,1309,3
66,1475,1521,1506,5
66,1718,1770,1755,6
66,1811,1858,1843,4
66,2221,2266,2251,5
66,2369,2421,2406,3
66,2589,2644,2629,8
66,2793,2856,2841,8
66,2963,3012,2997,5
66,3037,3082,3067,3
67,199,245,230,3
67,356,414,399,3
67,462,501,486,3
67,522,561,546,3
67,674,704,689,3
67,726,771,756,4
67,843,892,877,3
67,883,927,912,3
67,1066,1125,1110,4
67,1224,1262,1247,3
67,1380,1439,1424,5
67,1480,1537,1522,6
67,1545,1587,1572,4
67,1597,1662,1647,6
67,1943,1995,1980,6
67,2039,2080,2065,4
68,604,650,635,4
68,760,816,801,4
68,953,1002,987,4
68,1453,1507,1492,4
68,1618,1663,1648,3
69,232,274,259,3
69,762,814,799,6
69,986,1032,1017,6
69,1205,1255,1240,5
69,1413,1449,1434,3
69,2024,2060,2045,5
69,2355,2401,2386,4
69,2414,2467,2452,5
69,2752,2803,2788,4
70,267,301,286,3
70,648,693,678,4
70,1107,1149,1134,4
70,1297,1333,1318,3
70,1477,1525,1510,6
70,1554,1607,1592,6
70,1768,1808,1793,7
70,1884,1932,1917,6
70,2019,2055,2040,4
70,2191,2243,2228,5
71,499,534,519,3
71,651,696,681,6
71,838,895,880,5
71,1477,1523,1508,5
71,1539,1585,1570,4
72,113,149,134,3
72,699,740,725,3
72,1290,1334,1319,3
72,1382,1424,1409,3
72,1429,1471,1456,4
72,1855,1905,1890,5
72,2079,2129,2114,4
72,2485,2526,2511,3
72,2969,3004,2989,3
72,3052,3111,3096,6
73,538,585,570,4
73,796,852,837,4
73,1042,1084,1069,3
73,1139,1183,1168,3
73,1289,1328,1313,3
73,1481,1527,1512,3
73,1513,1546,1531,3
73,1838,1895,1880,7
73,1936,2000,1985,7
73,1992,2049,2034,3
73,2202,2243,2228,4
73,2613,2665,2650,5
73,2715,2754,2739,3
73,2853,2914,2899,4
74,64,108,93,3
74,670,717,702,4
74,888,933,918,3
74,949,986,971,4
74,982,1021,1006,3
74,1074,1136,1121,7
74,1419,1458,1443,7
74,1549,1590,1575,4
74,1937,1985,1970,3
74,2066,2102,2087,3
74,2319,2389,2374,10
74,2602,2660,2645,7
74,2713,2759,2744,4
74,2922,2964,2949,5
75,165,203,188,3
75,390,430,415,3
75,773,825,810,5
75,901,948,933,4
75,1078,1123,1108,3
75,1269,1319,1304,6
75,1874,1927,1912,4
75,1978,2044,2029,7
75,2174,2226,2211,5
75,2333,2386,2371,3
75,2374,2416,2401,5
75,2601,2638,2623,3
75,2700,2762,2747,6
76,482,522,507,3
76,514,546,531,3
76,629,669,654,4
76,747,796,781,5
76,838,900,885,7
76,1006,1053,1038,4
76,1126,1173,1158,6
76,1293,1329,1314,5
76,1589,1643,1628,9
76,1728,1780,1765,4
76,1896,1943,1928,7
76,1972,2026,2011,4
76,2110,2145,2130,5
76,2188,2230,2215,6
77,602,661,646,5
77,844,885,870,3
77,1282,1326,1311,3
77,2103,2140,2125,4
77,2176,2233,2218,5
78,201,237,222,3
78,237,275,260,3
78,365,401,386,3
78,795,834,819,3
78,932,994,979,4
78,1469,1516,1501,5
78,1547,1615,1600,6
78,1687,1727,1712,3
78,1856,1894,1879,3
78,1955,2013,1998,5
78,2187,2229,2214,5
78,2351,2397,2382,3
78,2437,2482,2467,5
78,2574,2624,2609,3
78,2748,2782,2767,3
78,2964,3016,3001,8
78,3721,3763,3748,4
78,3750,3802,3787,4
79,993,1030,1015,4
79,1072,1115,1100,4
79,1232,1276,1261,6
79,1524,1565,1550,5
79,1648,1701,1686,5
79,1845,1885,1870,3
79,1932,1971,1956,4
79,2163,2204,2189,5
80,463,494,479,3
80,719,763,748,5
80,1200,1258,1243,4
80,1427,1485,1470,7
80,1633,1666,1651,3
80,2354,2389,2374,4
80,2423,2466,2451,4
80,2517,2572,2557,5
80,2750,2802,2787,6
80,2975,3019,3004,6
80,3131,3184,3169,6
80,3232,3268,3253,3
80,3305,3358,3343,7
80,3660,3706,3691,5
80,3788,3827,3812,4
80,4039,4096,4081,7
80,4178,4223,4208,4
81,175,231,216,5
81,415,459,444,4
81,578,616,601,4
81,629,678,663,4
81,852,902,887,4
81,943,978,963,4
81,1287,1326,1311,3
81,1828,1882,1867,7
81,2132,2182,2167,4
81,2212,2279,2264,7
81,2369,2414,2399,5
81,2448,2490,2475,3
81,2575,2629,2614,4
82,228,271,256,3
82,518,553,538,3
82,1008,1061,1046,6
82,1151,1194,1179,6
82,1345,1394,1379,6
82,1590,1626,1611,3
82,1811,1859,1844,5
82,2002,2046,2031,5
82,2117,2154,2139,5
83,897,939,924,4
83,1229,1281,1266,6
83,1588,1653,1638,6
83,2084,2118,2103,3
83,2141,2184,2169,4
83,2265,2302,2287,3
84,910,945,930,3
84,969,1031,1016,7
84,1126,1180,1165,6
84,1207,1272,1257,6
84,1390,1431,1416,3
84,1541,1592,1577,6
84,1868,1920,1905,6
85,394,435,420,3
85,476,510,495,3
85,630,664,649,3
85,771,808,793,3
85,1027,1096,1081,6
85,1213,1257,1242,6
85,1389,1431,1416,3
85,1549,1580,1565,4
85,1702,1749,1734,4
85,2016,2054,2039,3
85,2338,2388,2373,6
85,2613,2669,2654,5
85,2740,2774,2759,3
85,2870,2919,2904,6
85,3042,3085,3070,4
86,1085,1123,1108,3
86,1111,1148,1133,4
86,1204,1254,1239,4
86,1248,1315,1300,5
86,1383,1438,1423,5
87,663,710,695,5
87,1082,1131,1116,3
87,1249,1294,1279,4
87,1526,1558,1543,3
87,1565,1624,1609,5
87,1799,1836,1821,3
87,1832,1899,1884,7
87,1907,1943,1928,3
87,2017,2071,2056,5
87,2118,2174,2159,8
88,122,167,152,3
88,1255,1290,1275,3
88,1581,1613,1598,3
88,1904,1943,1928,5
88,2060,2117,2102,6
88,2193,2231,2216,4
88,2506,2544,2529,3
88,2679,2722,2707,4
88,3046,3095,3080,4
88,3350,3411,3396,4
89,820,857,842,3
89,928,996,981,5
89,1143,1177,1162,3
89,1197,1235,1220,3
89,1313,1363,1348,3
89,1413,1459,1444,4
89,1511,1556,1541,3
89,1664,1719,1704,5
89,1936,1975,1960,3
89,2065,2114,2099,7
89,2212,2263,2248,5
89,2573,2609,2594,3
89,2602,2645,2630,3
89,2782,2827,2812,3
89,2825,2865,2850,3
89,2993,3048,3033,7
89,3045,3083,3068,3
89,3136,3175,3160,4
90,530,589,574,4
90,605,650,635,3
90,726,775,760,4
90,801,845,830,5
90,946,1004,989,6
90,1110,1154,1139,7
90,1236,1283,1268,5
90,1372,1410,1395,6
90,1529,1574,1559,4
90,1762,1816,1801,5
90,2046,2082,2067,6
90,2289,2335,2320,4
90,2561,2624,2609,5
91,85,139,124,3
91,656,704,689,5
91,716,770,755,4
91,780,830,815,5
91,888,930,915,3
91,1156,1189,1174,3
91,1381,1419,1404,3
91,1999,2038,2023,3
91,2092,2128,2113,3
91,2297,2345,2330,6
91,2351,2392,2377,3
91,2445,2487,2472,4
91,2481,2531,2516,3
91,2703,2748,2733,6
92,337,375,360,3
92,853,909,894,5
92,1041,1087,1072,4
92,1195,1240,1225,3
92,1425,1482,1467,6
92,1624,1662,1647,3
92,1850,1890,1875,4
92,1938,1985,1970,3
92,2113,2170,2155,8
92,2255,2291,2276,4
93,739,771,756,4
93,950,1001,986,3
93,1210,1258,1243,5
93,1341,1380,1365,4
93,1439,1493,1478,5
93,1716,1752,1737,3
93,1838,1886,1871,3
93,2268,2303,2288,3
93,2366,2418,2403,4
93,2555,2594,2579,4
94,137,176,161,3
94,362,409,394,4
94,643,687,672,5
94,1024,1075,1060,4
94,1111,1154,1139,5
94,1327,1382,1367,5
94,1471,1508,1493,4
94,1577,1618,1603,6
94,1741,1779,1764,5
94,1871,1912,1897,4
94,1960,2022,2007,8
94,2133,2172,2157,4
94,2234,2290,2275,5
94,2339,2385,2370,3
95,150,187,172,3
95,451,483,468,3
95,494,531,516,3
95,708,763,748,3
95,1122,1169,1154,6
95,1228,1275,1260,3
95,1526,1560,1545,4
95,1706,1748,1733,5
96,420,471,456,4
96,638,678,663,4
96,774,813,798,3
96,875,938,923,5
96,1168,1213,1198,3
96,1226,1260,1245,3
96,1280,1328,1313,6
96,1464,1516,1501,6
96,1629,1667,1652,6
96,1704,1747,1732,6
96,1842,1900,1885,7
96,2001,2031,2016,3
96,2019,2059,2044,3
96,2101,2139,2124,6
97,505,554,539,3
97,582,639,624,5
97,1047,1110,1095,5
97,1399,1445,1430,4
97,1842,1882,1867,5
97,1975,2015,2000,4
97,2165,2209,2194,3
97,2389,2424,2409,3
97,2535,2582,2567,4
97,2768,2835,2820,7
98,206,244,229,3
98,964,1014,999,4
98,1155,1191,1176,5
98,1436,1495,1480,5
99,778,816,801,4
99,807,845,830,3
99,918,954,939,4
99,1054,1092,1077,3
99,1139,1192,1177,4
99,1420,1462,1447,4
100,601,651,636,4
100,721,778,763,4
100,938,981,966,6
100,1028,1087,1072,8
100,1322,1385,1370,6
100,1497,1546,1531,7
100,1646,1687,1672,3
100,1890,1944,1929,4
100,2000,2054,2039,6
100,2094,2143,2128,3
100,2262,2299,2284,5
100,2343,2398,2383,7
